1,1,0.017857
1,5,0.089286
1,6,0.035714
1,7,0.017857
1,8,0.017857
1,9,0.14286
1,10,0.053571
1,11,0.017857
1,12,0.053571
1,14,0.14286
1,15,0.017857
1,16,0.21429
1,18,0.071429
1,20,0.035714
1,22,0.017857
1,24,0.017857
1,26,0.017857
1,36,0.017857
2,5,0.13333
2,9,0.6
2,13,0.13333
2,15,0.066667
2,28,0.066667
3,5,0.13333
3,7,0.066667
3,10,0.066667
3,14,0.4
3,15,0.066667
3,16,0.066667
3,22,0.13333
3,23,0.066667
4,7,0.038462
4,9,0.038462
4,11,0.038462
4,18,0.038462
4,22,0.038462
4,34,0.038462
4,36,0.53846
4,40,0.23077
5,1,0.007384
5,2,0.0031646
5,4,0.0010549
5,5,0.30907
5,6,0.26793
5,7,0.10759
5,8,0.082278
5,10,0.054852
5,11,0.0021097
5,12,0.027426
5,14,0.061181
5,15,0.0021097
5,16,0.058017
5,18,0.0010549
5,22,0.0010549
5,24,0.0052743
5,28,0.0010549
5,32,0.0052743
5,40,0.0021097
6,1,0.0022624
6,5,0.61538
6,7,0.16968
6,9,0.047511
6,11,0.033937
6,13,0.056561
6,15,0.063348
6,20,0.0022624
6,24,0.0067873
6,26,0.0022624
7,1,0.0042017
7,2,0.0084034
7,5,0.42017
7,6,0.35714
7,7,0.0042017
7,9,0.0042017
7,10,0.071429
7,11,0.0084034
7,14,0.10504
7,15,0.0042017
7,22,0.0084034
7,26,0.0042017
8,1,0.017699
8,5,0.73451
8,7,0.0088496
8,9,0.079646
8,13,0.12389
8,18,0.0088496
8,22,0.017699
8,23,0.0088496
9,1,0.01083
9,2,0.0072202
9,6,0.11191
9,7,0.0036101
9,8,0.061372
9,10,0.36101
9,11,0.01444
9,12,0.20217
9,14,0.057762
9,16,0.079422
9,18,0.01444
9,19,0.0036101
9,20,0.0036101
9,22,0.032491
9,24,0.032491
9,32,0.0036101
10,1,0.015504
10,3,0.003876
10,5,0.14729
10,7,0.046512
10,9,0.40698
10,11,0.18217
10,13,0.05814
10,15,0.10465
10,18,0.003876
10,20,0.011628
10,22,0.0077519
10,24,0.0077519
10,40,0.003876
11,1,0.021053
11,2,0.021053
11,5,0.010526
11,6,0.15789
11,7,0.010526
11,9,0.021053
11,10,0.47368
11,14,0.2
11,15,0.031579
11,22,0.042105
11,23,0.010526
12,1,0.018692
12,2,0.0093458
12,5,0.19626
12,7,0.0093458
12,9,0.52336
12,13,0.14019
12,22,0.028037
12,24,0.0093458
12,28,0.065421
13,2,0.0041322
13,4,0.0041322
13,6,0.13223
13,7,0.0041322
13,8,0.070248
13,10,0.066116
13,12,0.053719
13,14,0.29339
13,15,0.0082645
13,16,0.22314
13,18,0.0082645
13,20,0.0082645
13,22,0.024793
13,24,0.07438
13,28,0.0041322
13,32,0.0082645
13,40,0.012397
14,1,0.010753
14,5,0.1828
14,7,0.1147
14,9,0.0681
14,11,0.057348
14,12,0.0035842
14,13,0.23297
14,15,0.22222
14,18,0.014337
14,20,0.017921
14,22,0.0071685
14,23,0.0035842
14,24,0.060932
14,40,0.0035842
15,2,0.024242
15,3,0.012121
15,5,0.0060606
15,6,0.13939
15,9,0.0060606
15,10,0.13939
15,11,0.0060606
15,12,0.0060606
15,13,0.030303
15,14,0.43636
15,15,0.066667
15,18,0.012121
15,19,0.0060606
15,22,0.066667
15,23,0.030303
15,24,0.0060606
15,40,0.0060606
16,1,0.017143
16,5,0.30857
16,9,0.091429
16,10,0.0057143
16,13,0.36571
16,18,0.034286
16,22,0.034286
16,23,0.017143
16,24,0.11429
16,30,0.0057143
16,40,0.0057143
18,1,0.21429
18,3,0.095238
18,9,0.02381
18,13,0.071429
18,15,0.11905
18,19,0.02381
18,20,0.095238
18,24,0.21429
18,28,0.095238
18,32,0.02381
18,40,0.02381
19,4,0.33333
19,7,0.33333
19,9,0.33333
20,1,0.27273
20,5,0.045455
20,7,0.045455
20,9,0.13636
20,13,0.22727
20,18,0.13636
20,22,0.13636
22,1,0.024691
22,3,0.049383
22,5,0.098765
22,7,0.049383
22,9,0.037037
22,11,0.061728
22,15,0.19753
22,16,0.098765
22,20,0.049383
22,24,0.19753
22,28,0.098765
22,36,0.037037
23,1,0.071429
23,3,0.21429
23,4,0.071429
23,7,0.071429
23,15,0.35714
23,16,0.14286
23,24,0.071429
24,1,0.066667
24,5,0.057143
24,9,0.12381
24,13,0.24762
24,14,0.038095
24,16,0.2
24,18,0.085714
24,22,0.095238
24,23,0.0095238
24,26,0.0095238
24,30,0.028571
24,40,0.038095
26,3,0.090909
26,7,0.090909
26,11,0.090909
26,24,0.18182
26,28,0.18182
26,32,0.090909
26,36,0.18182
26,40,0.090909
28,5,0.066667
28,9,0.13333
28,12,0.23333
28,13,0.033333
28,18,0.033333
28,22,0.23333
28,26,0.1
28,30,0.1
28,40,0.066667
30,28,0.36364
30,32,0.27273
30,40,0.36364
32,5,0.38462
32,9,0.076923
32,13,0.076923
32,18,0.076923
32,22,0.076923
32,26,0.076923
32,30,0.076923
32,34,0.076923
32,40,0.076923
34,4,0.2
34,28,0.2
34,36,0.2
34,40,0.4
36,4,0.68182
36,18,0.045455
36,23,0.045455
36,30,0.045455
36,34,0.045455
36,40,0.13636
40,1,0.0055402
40,4,0.01662
40,5,0.0083102
40,9,0.0083102
40,13,0.0027701
40,18,0.0027701
40,22,0.022161
40,26,0.0083102
40,28,0.0027701
40,30,0.0055402
40,34,0.0055402
40,36,0.0027701
40,40,0.90859
