1,1,0.14362
1,2,0.44781
1,3,0.082962
1,4,0.3256
2,1,0.53523
2,2,0.014721
2,3,0.38486
2,4,0.065195
3,1,0.15582
3,2,0.74556
3,3,0.088757
3,4,0.0098619
4,1,0.77824
4,2,0.11925
4,3,0.0062762
4,4,0.096234
