1,1,1,4,1,3,1
1,1,1,4,3,1,0.2
1,1,1,4,3,2,0.8
1,1,2,2,3,1,1
1,1,2,3,2,2,1
1,1,3,1,2,3,1
1,1,3,2,1,3,1
1,1,3,2,2,2,1
1,1,3,2,3,1,0.66667
1,1,3,2,3,2,0.33333
1,1,3,4,1,3,0.71429
1,1,3,4,1,4,0.28571
1,1,3,4,3,2,0.5
1,1,3,4,3,4,0.5
1,1,4,1,1,3,1
1,1,4,1,3,2,1
1,1,4,1,4,3,1
1,1,4,3,1,1,0.66667
1,1,4,3,1,2,0.33333
1,1,4,3,2,1,0.125
1,1,4,3,2,3,0.85714
1,1,4,3,2,5,0.017857
1,1,4,3,4,1,0.5
1,1,4,3,4,3,0.375
1,1,4,3,4,4,0.125
1,1,4,4,3,3,1
1,1,4,4,4,4,1
1,2,1,1,3,1,1
1,2,1,3,1,2,1
1,2,2,1,3,4,1
1,2,2,2,1,1,0.5
1,2,2,2,1,4,0.5
1,2,2,2,3,2,1
1,2,2,3,1,1,1
1,2,3,1,1,1,0.5
1,2,3,1,1,2,0.5
1,2,3,1,2,2,1
1,2,3,1,3,1,0.25
1,2,3,1,3,2,0.75
1,2,3,1,4,1,0.33333
1,2,3,1,4,3,0.33333
1,2,3,1,4,4,0.33333
1,2,3,2,2,2,1
1,2,3,2,3,3,1
1,2,3,3,4,1,1
1,2,3,4,1,3,1
1,3,1,1,3,2,1
1,3,1,2,1,3,1
1,3,1,2,2,1,0.2
1,3,1,2,2,2,0.8
1,3,1,2,3,1,0.83333
1,3,1,2,3,2,0.16667
1,3,1,4,1,1,0.16667
1,3,1,4,1,3,0.5
1,3,1,4,1,4,0.33333
1,3,1,4,3,1,0.25
1,3,1,4,3,3,0.25
1,3,1,4,3,4,0.5
1,3,2,1,1,4,1
1,3,2,1,3,1,0.21429
1,3,2,1,3,2,0.14286
1,3,2,1,3,3,0.071429
1,3,2,1,3,4,0.57143
1,3,2,2,2,1,0.83333
1,3,2,2,2,2,0.16667
1,3,2,3,1,1,0.36538
1,3,2,3,1,3,0.28846
1,3,2,3,1,4,0.34615
1,3,2,3,2,3,1
1,3,2,3,3,1,0.5
1,3,2,3,3,2,0.5
1,3,2,3,4,1,0.2
1,3,2,3,4,3,0.66667
1,3,2,3,4,4,0.13333
1,3,2,4,4,4,1
1,3,2,5,1,3,1
1,3,3,1,3,5,1
1,3,3,1,5,3,1
1,3,3,4,1,3,1
1,3,4,1,1,1,1
1,3,4,1,3,2,0.8
1,3,4,1,3,4,0.2
1,3,4,1,4,3,1
1,3,4,3,2,3,1
1,3,4,3,3,4,1
1,3,4,3,4,1,0.25
1,3,4,3,4,3,0.75
1,3,4,4,3,1,1
1,3,5,1,5,1,1
1,3,5,3,2,3,1
1,3,5,3,3,3,1
1,4,1,1,1,4,1
1,4,1,1,3,1,0.066667
1,4,1,1,3,2,0.33333
1,4,1,1,3,4,0.6
1,4,1,1,4,3,0.97674
1,4,1,1,4,4,0.023256
1,4,1,3,1,4,1
1,4,1,3,2,1,0.33333
1,4,1,3,2,3,0.66667
1,4,1,3,4,3,0.5
1,4,1,3,4,4,0.5
1,4,1,4,1,3,0.16667
1,4,1,4,1,4,0.83333
1,4,1,4,3,2,0.375
1,4,1,4,3,4,0.625
1,4,2,3,4,1,1
1,4,3,1,1,1,0.5
1,4,3,1,1,3,0.5
1,4,3,1,2,3,1
1,4,3,2,1,3,1
1,4,3,2,3,1,0.68519
1,4,3,2,3,2,0.11111
1,4,3,2,3,4,0.2037
1,4,3,2,5,4,1
1,4,3,3,4,1,1
1,4,3,4,1,3,0.70588
1,4,3,4,1,4,0.29412
1,4,3,4,3,2,0.71429
1,4,3,4,3,4,0.28571
1,4,3,4,4,3,1
1,4,4,3,1,3,1
1,4,4,3,3,4,1
1,4,4,4,3,4,1
1,4,4,4,4,4,1
1,5,1,3,2,5,1
1,5,1,3,3,1,1
1,5,1,5,1,3,1
1,5,3,3,3,3,1
1,5,3,5,1,3,1
2,1,1,2,2,3,1
2,1,1,3,1,2,1
2,1,1,3,2,2,0.66667
2,1,1,3,2,3,0.33333
2,1,1,4,3,2,1
2,1,2,1,1,3,1
2,1,3,1,1,3,1
2,1,3,1,2,1,0.11111
2,1,3,1,2,2,0.55556
2,1,3,1,2,3,0.33333
2,1,3,1,4,1,0.6
2,1,3,1,4,3,0.4
2,1,3,2,3,2,0.4
2,1,3,2,3,4,0.6
2,1,3,3,4,1,1
2,1,3,4,3,2,1
2,1,3,4,4,3,1
2,1,4,1,1,4,1
2,1,4,1,3,2,1
2,2,1,1,3,2,1
2,2,1,2,1,1,1
2,2,1,3,1,1,0.4
2,2,1,3,1,2,0.6
2,2,1,3,4,3,1
2,2,1,4,1,1,0.5
2,2,1,4,1,3,0.5
2,2,2,1,1,3,1
2,2,2,1,2,1,1
2,2,2,1,3,1,1
2,2,2,1,4,1,1
2,2,2,2,1,1,1
2,2,2,2,2,1,0.33333
2,2,2,2,2,3,0.66667
2,2,2,2,3,2,1
2,2,2,3,2,2,1
2,2,3,1,1,2,1
2,2,3,2,2,2,1
2,3,1,1,1,4,1
2,3,1,1,2,3,1
2,3,1,1,4,1,0.15
2,3,1,1,4,3,0.8
2,3,1,1,4,4,0.05
2,3,1,2,2,2,1
2,3,1,2,3,1,0.75
2,3,1,2,3,3,0.25
2,3,1,3,1,2,1
2,3,1,3,2,1,0.15789
2,3,1,3,2,3,0.78947
2,3,1,3,2,4,0.052632
2,3,1,3,4,3,1
2,3,1,4,1,1,0.58065
2,3,1,4,1,3,0.37634
2,3,1,4,1,4,0.043011
