1,1,0.19481
1,2,0.36364
1,3,0.15584
1,4,0.012987
1,5,0.025974
1,6,0.064935
1,7,0.064935
1,8,0.11688
2,1,0.0079681
2,2,0.45418
2,3,0.21514
2,4,0.027888
2,5,0.095618
2,6,0.15936
2,7,0.023904
2,8,0.011952
2,10,0.0039841
3,1,0.035354
3,2,0.10606
3,3,0.30303
3,4,0.40404
3,5,0.10606
3,6,0.040404
3,7,0.0050505
4,1,0.045283
4,2,0.21887
4,3,0.10189
4,4,0.35849
4,5,0.2
4,6,0.05283
4,7,0.011321
4,8,0.0037736
4,10,0.0075472
5,1,0.084034
5,2,0.05042
5,3,0.054622
5,4,0.088235
5,5,0.52101
5,6,0.15546
5,7,0.02521
5,9,0.012605
5,10,0.0084034
6,1,0.044776
6,2,0.022388
6,3,0.022388
6,4,0.40299
6,5,0.089552
6,6,0.20149
6,7,0.17164
6,8,0.037313
6,10,0.0074627
7,1,0.11538
7,2,0.019231
7,3,0.48077
7,4,0.096154
7,5,0.019231
7,6,0.019231
7,7,0.11538
7,8,0.096154
7,9,0.038462
8,1,0.11111
8,2,0.33333
8,3,0.11111
8,6,0.037037
8,8,0.074074
8,9,0.14815
8,10,0.18519
9,1,0.33333
9,2,0.44444
9,3,0.11111
9,10,0.11111
10,1,0.026549
10,2,0.0088496
10,4,0.017699
10,5,0.0088496
10,6,0.0088496
10,7,0.017699
10,8,0.017699
10,10,0.89381
