1,1,0.033333
1,3,0.033333
1,5,0.1
1,7,0.033333
1,8,0.033333
1,9,0.16667
1,11,0.033333
1,12,0.033333
1,14,0.1
1,16,0.13333
1,20,0.033333
1,22,0.16667
1,24,0.033333
1,28,0.033333
1,40,0.033333
2,9,0.3
2,11,0.1
2,13,0.1
2,18,0.1
2,20,0.2
2,24,0.2
3,7,0.1
3,10,0.1
3,14,0.5
3,15,0.1
3,16,0.1
3,18,0.1
4,13,0.75
4,35,0.25
5,1,0.012658
5,5,0.16456
5,6,0.075949
5,7,0.037975
5,8,0.037975
5,10,0.17722
5,11,0.012658
5,12,0.1519
5,14,0.063291
5,16,0.1519
5,20,0.012658
5,22,0.063291
5,24,0.012658
5,26,0.012658
5,28,0.012658
6,1,0.047619
6,5,0.19048
6,7,0.071429
6,9,0.16667
6,11,0.095238
6,13,0.19048
6,15,0.16667
6,24,0.047619
6,26,0.02381
7,1,0.055556
7,5,0.083333
7,6,0.13889
7,10,0.16667
7,14,0.27778
7,18,0.027778
7,19,0.027778
7,22,0.083333
7,26,0.055556
7,30,0.027778
7,34,0.027778
7,40,0.027778
8,5,0.081081
8,7,0.027027
8,9,0.10811
8,13,0.10811
8,18,0.027027
8,22,0.027027
8,32,0.59459
8,35,0.027027
9,3,0.011561
9,6,0.069364
9,7,0.0057803
9,8,0.028902
9,10,0.16185
9,11,0.011561
9,12,0.075145
9,14,0.13873
9,15,0.017341
9,16,0.18497
9,18,0.028902
9,20,0.023121
9,22,0.12717
9,24,0.057803
9,28,0.040462
9,40,0.017341
10,1,0.026087
10,5,0.11304
10,7,0.052174
10,9,0.2087
10,11,0.11304
10,13,0.2
10,15,0.095652
10,18,0.06087
10,20,0.026087
10,22,0.043478
10,24,0.043478
10,27,0.0086957
10,28,0.0086957
11,1,0.012658
11,2,0.012658
11,6,0.050633
11,9,0.025316
11,10,0.3038
11,11,0.012658
11,14,0.26582
11,15,0.037975
11,18,0.025316
11,19,0.025316
11,22,0.13924
11,26,0.025316
11,28,0.025316
11,40,0.037975
12,1,0.016949
12,5,0.11864
12,9,0.25424
12,13,0.15254
12,18,0.050847
12,22,0.050847
12,23,0.016949
12,27,0.016949
12,28,0.32203
13,2,0.011628
13,4,0.005814
13,6,0.026163
13,7,0.002907
13,8,0.014535
13,10,0.040698
13,11,0.002907
13,12,0.037791
13,14,0.31977
13,15,0.026163
13,16,0.2907
13,18,0.0087209
13,20,0.014535
13,22,0.043605
13,24,0.11628
13,28,0.014535
13,32,0.0087209
13,36,0.002907
13,40,0.011628
14,1,0.0034483
14,3,0.0034483
14,5,0.024138
14,7,0.0068966
14,9,0.048276
14,11,0.058621
14,13,0.33793
14,15,0.34483
14,18,0.024138
14,20,0.041379
14,22,0.013793
14,24,0.082759
14,28,0.0034483
14,40,0.0068966
15,2,0.013825
15,5,0.0046083
15,6,0.02765
15,7,0.023041
15,9,0.0046083
15,10,0.12903
15,11,0.0092166
15,13,0.046083
15,14,0.46083
15,15,0.10138
15,18,0.023041
15,19,0.0046083
15,20,0.0046083
15,22,0.069124
15,23,0.02765
15,24,0.032258
15,26,0.013825
15,30,0.0046083
16,1,0.0061728
16,5,0.024691
16,9,0.17284
16,13,0.64198
16,18,0.037037
16,22,0.098765
16,23,0.0061728
16,30,0.0061728
16,34,0.0061728
18,1,0.042254
18,5,0.014085
18,9,0.11268
18,11,0.070423
18,13,0.15493
18,15,0.16901
18,20,0.12676
18,24,0.23944
18,28,0.042254
18,36,0.014085
18,40,0.014085
19,2,0.16667
19,11,0.16667
19,13,0.33333
19,20,0.16667
19,24,0.16667
20,1,0.019608
20,9,0.19608
20,13,0.31373
20,18,0.17647
20,19,0.019608
20,22,0.21569
20,23,0.019608
20,26,0.039216
22,1,0.017544
22,3,0.02924
22,5,0.040936
22,7,0.035088
22,9,0.099415
22,11,0.12865
22,15,0.18713
22,16,0.070175
22,20,0.05848
22,24,0.22807
22,28,0.040936
22,32,0.023392
22,36,0.017544
22,40,0.023392
23,1,0.083333
23,7,0.083333
23,9,0.083333
23,15,0.41667
23,16,0.083333
23,24,0.25
24,1,0.031056
24,3,0.0062112
24,5,0.037267
24,7,0.0062112
24,9,0.13043
24,13,0.28571
24,14,0.074534
24,15,0.037267
24,18,0.099379
24,19,0.0062112
24,22,0.21118
24,23,0.012422
24,26,0.037267
24,30,0.0062112
24,34,0.012422
24,40,0.0062112
26,1,0.076923
26,11,0.23077
26,15,0.076923
26,20,0.076923
26,24,0.19231
26,28,0.19231
26,32,0.076923
26,36,0.038462
26,40,0.038462
27,2,0.5
27,12,0.5
28,1,0.017544
28,5,0.017544
28,9,0.15789
28,11,0.035088
28,12,0.31579
28,13,0.052632
28,15,0.017544
28,18,0.017544
28,22,0.10526
28,26,0.087719
28,30,0.052632
28,34,0.052632
28,40,0.070175
30,7,0.21429
30,24,0.14286
30,28,0.14286
30,32,0.14286
30,36,0.21429
30,40,0.14286
32,5,0.029412
32,8,0.67647
32,13,0.029412
32,22,0.11765
32,26,0.058824
32,30,0.029412
32,40,0.058824
34,7,0.066667
34,15,0.2
34,24,0.13333
34,28,0.2
34,36,0.13333
34,40,0.26667
35,4,1
36,9,0.090909
36,18,0.090909
36,22,0.18182
36,30,0.18182
36,34,0.18182
36,40,0.27273
40,1,0.0032468
40,5,0.0032468
40,9,0.0097403
40,12,0.0032468
40,13,0.016234
40,18,0.0064935
40,22,0.029221
40,23,0.0032468
40,26,0.0064935
40,30,0.012987
40,32,0.0032468
40,34,0.019481
40,40,0.88312
