1,1,8,17,17,7,1
1,1,8,17,23,21,1
1,1,14,19,3,9,1
1,1,28,32,11,13,1
1,3,1,39,36,8,1
1,3,6,34,31,11,1
1,3,7,13,11,16,0.5
1,3,7,13,11,17,0.5
1,3,7,33,32,13,1
1,3,26,6,8,13,1
1,3,38,39,6,14,1
1,4,1,38,37,11,1
1,4,1,38,41,4,1
1,4,3,37,43,1,1
1,4,6,6,24,28,1
1,4,6,9,21,21,1
1,4,6,11,13,7,1
1,4,6,31,33,12,1
1,4,6,33,32,13,1
1,4,8,2,8,6,1
1,6,8,17,7,7,1
1,6,9,21,1,8,1
1,6,9,28,32,13,1
1,6,9,28,34,11,1
1,6,9,41,23,21,1
1,6,31,24,16,1,1
1,6,33,39,3,42,1
1,6,34,38,7,6,1
1,8,1,32,32,12,1
1,8,2,31,33,14,1
1,8,2,33,31,14,1
1,8,6,11,17,8,1
1,8,6,12,13,11,1
1,8,6,14,21,13,1
1,8,6,26,29,18,1
1,8,6,29,26,19,1
1,8,7,33,31,33,1
1,8,9,26,33,11,1
1,8,16,14,11,13,1
1,8,17,17,7,6,1
1,8,17,23,21,29,1
1,8,31,24,18,9,1
1,8,32,28,21,11,1
1,9,6,11,13,19,1
1,9,6,13,14,18,1
1,9,6,26,29,18,1
1,9,6,28,27,18,1
1,9,6,29,28,17,1
1,9,8,12,30,21,1
1,9,8,17,8,6,1
1,9,8,19,8,7,1
1,9,8,27,28,16,0.5
1,9,8,27,28,17,0.5
1,9,8,29,31,13,1
1,9,11,13,16,19,1
1,9,21,21,24,23,1
1,9,21,28,17,18,1
1,9,31,38,6,14,1
1,9,31,38,7,6,1
1,11,9,8,12,23,1
1,11,12,4,9,9,1
1,11,14,13,12,18,1
1,12,8,23,24,21,1
1,13,7,8,14,21,1
1,13,11,14,11,18,1
1,13,11,16,12,18,1
1,13,27,17,27,21,1
1,14,11,1,9,8,1
1,14,19,3,9,6,1
1,16,19,23,22,23,1
1,16,21,24,21,23,1
1,16,24,28,19,24,1
1,18,2,6,8,9,1
