1,3,11,29,31,0.00073314
1,3,19,11,18,0.00073314
1,4,3,7,23,0.00073314
1,6,8,28,27,0.00073314
1,6,9,28,27,0.00073314
1,7,8,12,27,0.00073314
1,8,7,28,31,0.00073314
1,8,32,34,14,0.00073314
1,9,8,27,33,0.00073314
1,9,31,33,17,0.00073314
1,11,9,23,22,0.00073314
1,11,19,18,17,0.00073314
1,31,44,3,7,0.00073314
1,39,46,48,47,0.00073314
1,40,41,9,8,0.00073314
2,1,11,19,18,0.00073314
2,3,36,36,9,0.00073314
2,3,36,44,1,0.00073314
2,6,8,26,31,0.00073314
2,6,8,26,32,0.00073314
2,8,8,27,26,0.00073314
2,8,11,10,11,0.00073314
2,8,31,34,11,0.00073314
2,11,27,18,27,0.00073314
2,11,28,21,22,0.00073314
2,12,11,18,11,0.00073314
2,13,22,22,27,0.00073314
2,27,31,12,12,0.00073314
2,27,32,14,18,0.00073314
2,28,26,19,21,0.00073314
2,37,48,46,47,0.00073314
2,38,41,48,49,0.00073314
3,1,9,31,33,0.00073314
3,2,3,36,36,0.00073314
3,2,3,36,44,0.00073314
3,2,8,31,34,0.00073314
3,3,9,11,8,0.00073314
3,5,8,2,8,0.00073314
3,5,8,8,13,0.00073314
3,6,9,26,26,0.00073314
3,6,11,22,28,0.00073314
3,7,8,28,27,0.00073314
3,7,8,29,28,0.00073314
3,7,13,21,44,0.00073314
3,7,23,27,18,0.00073314
3,8,31,30,21,0.00073314
3,9,11,8,7,0.00073314
3,9,21,23,22,0.00073314
3,11,19,18,46,0.00073314
3,11,24,21,21,0.00073314
3,11,29,31,11,0.00073314
3,19,11,18,17,0.00073314
3,22,28,19,23,0.00073314
3,26,34,11,13,0.00073314
3,29,36,8,16,0.00073314
3,32,34,13,18,0.00073314
3,32,38,6,6,0.00073314
3,36,36,9,8,0.00073314
3,36,44,1,11,0.00073314
3,39,48,47,48,0.00073314
4,1,8,32,34,0.00073314
4,3,7,23,27,0.00073314
4,6,6,24,23,0.00073314
4,6,8,29,31,0.00073314
4,6,8,29,34,0.00073314
4,6,9,26,29,0.00073314
4,9,8,28,26,0.00073314
4,14,4,34,34,0.00073314
4,14,29,24,21,0.00073314
4,24,14,19,9,0.00073314
4,31,36,9,8,0.00073314
4,34,34,14,23,0.00073314
4,39,4,14,4,0.00073314
4,39,44,9,19,0.00073314
5,8,2,8,11,0.00073314
5,8,8,13,21,0.00073314
5,11,20,18,9,0.00073314
6,2,13,22,22,0.00073314
6,6,9,28,27,0.00073314
6,6,9,28,32,0.0014663
6,6,9,48,47,0.00073314
6,6,13,22,23,0.00073314
6,6,14,28,32,0.00073314
6,6,23,24,21,0.00073314
6,6,24,23,22,0.00073314
6,6,28,31,12,0.00073314
6,7,7,31,37,0.00073314
6,8,6,24,23,0.00073314
6,8,6,24,26,0.00073314
6,8,7,23,21,0.00073314
6,8,7,28,31,0.00073314
6,8,7,28,36,0.00073314
6,8,26,31,13,0.0014663
6,8,26,32,12,0.00073314
6,8,26,32,17,0.00073314
6,8,27,28,6,0.00073314
