1,1,5,8,5,0.00023975
1,5,6,5,7,0.00023975
1,5,6,5,12,0.00023975
1,5,8,5,5,0.00023975
1,5,10,5,12,0.00023975
1,5,12,5,10,0.00023975
1,6,1,1,5,0.00023975
1,6,13,8,5,0.00023975
1,7,6,9,6,0.00023975
1,8,5,10,5,0.00023975
1,9,2,5,5,0.00023975
1,9,2,9,8,0.00023975
1,9,6,5,7,0.00023975
1,9,10,15,10,0.00023975
1,9,10,15,14,0.0004795
1,9,16,5,10,0.00023975
1,9,19,7,15,0.00023975
1,10,5,7,14,0.00023975
1,10,11,14,13,0.00023975
1,10,20,7,10,0.00023975
1,11,7,9,7,0.00023975
1,12,1,5,10,0.00023975
1,12,5,1,6,0.00023975
1,12,9,10,9,0.00023975
1,14,5,16,9,0.00023975
1,14,9,12,13,0.0004795
1,14,11,10,5,0.00023975
1,14,11,10,13,0.00023975
1,14,13,8,13,0.00023975
1,14,13,16,13,0.00023975
1,14,13,16,18,0.00023975
1,15,15,15,23,0.00023975
1,16,9,11,15,0.00023975
1,16,9,14,15,0.00023975
1,16,13,14,11,0.00023975
1,16,13,14,15,0.0011988
1,16,13,14,20,0.00023975
1,16,13,14,24,0.0004795
1,16,13,22,7,0.00023975
1,18,1,16,13,0.00071925
1,18,24,9,22,0.00023975
1,20,9,6,13,0.00023975
1,20,22,24,9,0.00023975
1,22,15,14,9,0.00023975
1,24,1,14,13,0.00023975
1,26,7,26,11,0.00023975
1,36,23,15,15,0.00023975
2,5,5,8,5,0.00023975
2,5,12,5,7,0.00023975
2,9,8,1,9,0.00023975
2,9,8,5,10,0.00023975
2,9,8,9,6,0.00023975
2,9,10,11,10,0.00023975
2,9,10,24,9,0.00023975
2,9,14,7,5,0.00023975
2,9,14,11,10,0.00023975
2,9,16,1,9,0.00023975
2,9,22,11,14,0.00023975
2,13,10,11,14,0.00023975
2,13,12,7,1,0.00023975
2,15,6,13,6,0.00023975
2,28,12,28,5,0.00023975
3,5,6,5,5,0.00023975
3,5,10,5,12,0.00023975
3,7,10,9,8,0.00023975
3,10,13,12,9,0.00023975
3,14,13,8,18,0.00023975
3,14,13,12,1,0.00023975
3,14,13,16,18,0.0004795
3,14,13,20,1,0.00023975
3,14,23,4,18,0.00023975
3,15,13,16,5,0.00023975
3,16,13,7,6,0.00023975
3,22,5,12,9,0.00023975
